Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar
60.2038,94.16,0.395,44045.595,169.7,8.945,9.045,8.845,9.07,9.06,517904,1,166.0,308.0,1,37,522,100000,1
206.5818,91.2,0.287,34357.675,172.2,8.785,8.9,8.815,8.98,6.96,416481,1,181.64,262.256,4,52,680,28200,1
306.67400000000004,91.2,0.386,34602.095,161.5,8.865,9.09,8.96,9.185,6.96,457225,0,122.56,203.424,1,32,632,42800,0
32.294000000000004,67.4,0.493,36762.99,154.3,8.25,8.4,8.23,8.58,7.52,489836,1,194.04,244.81599999999997,1,39,491,60200,1
175.0446,91.2,0.287,35002.055,157.2,8.45,8.715,8.59,8.675,7.96,425095,0,111.96,302.384,1,39,650,29800,0
20.8602,58.82,0.5870000000000001,31457.965,95.4,4.62,4.815,4.62,4.775,7.6,484954,0,175.28,242.912,4,34,470,36400,1
21.7328,61.88,0.563,39873.79,99.8,6.62,6.83,6.7,6.895,7.96,515199,1,210.56,225.824,3,40,448,72800,0
21.7658,70.74,0.47600000000000003,33396.66,140.1,7.065,7.265,7.15,7.4,8.96,459241,1,139.16,243.66400000000002,1,41,522,45800,0
31.1556,98.78,0.376,35190.925,171.7,8.89,8.965,8.84,9.085,6.76,411162,1,157.24,222.896,1,37,663,36200,0
850.584,91.2,0.307,30724.705,158.9,9.05,9.22,9.185,9.33,7.96,312011,0,169.4,221.36,4,56,615,17000,0
20.6474,59.36,0.542,38873.89,119.3,6.895,7.035,6.92,7.02,8.26,516279,1,185.36,225.34400000000002,3,45,472,66800,1
24.2076,61.66,0.5571,37840.66,105.7,7.825,8.04,7.89,8.045,9.02,504458,0,192.04,245.61599999999999,3,26,513,70200,0
287.19599999999997,91.2,0.307,32702.285,168.2,9.005,9.23,8.97,9.23,7.96,420044,0,135.08,302.032,4,40,654,25400,1
21.2152,78.86,0.42700000000000005,38751.68,164.5,8.83,8.97,8.855,9.01,7.8,532239,0,109.56,243.824,4,31,576,47800,0
25.183000000000003,98.78,0.376,31624.615,169.5,8.955,9.135,9.08,9.255,6.76,391198,1,118.48,302.592,4,31,567,32400,1
276.046,91.2,0.26,32518.97,170.1,9.035,9.105,8.965,9.1,7.96,346747,0,110.32,241.72799999999998,2,34,654,21600,1
21.381,59.36,0.542,39701.585,127.7,6.92,7.07,6.815,7.07,8.26,531448,0,176.48,225.792,3,55,395,72400,1
110.8384,91.2,0.23,35540.89,161.5,8.635,8.79,8.655,8.885,6.96,486963,0,176.0,204.0,4,37,673,50000,0
21.2324,63.78,0.5579999999999999,32763.39,125.8,5.965,6.075,5.835,6.095,7.24,459385,0,120.88,262.752,1,46,441,34400,0
516.034,91.2,0.307,29713.695,169.5,9.125,9.31,9.06,9.1,6.96,384237,1,157.39149797570857,301.328,1,40,677,16600,0
21.433000000000003,106.3,0.419,33352.22,157.6,8.78,9.02,8.815,8.99,8.18,454602,1,194.12,203.248,2,39,568,40600,0
27.0228,69.76,0.507,33557.755,123.4,7.535,7.785,7.565,7.67,8.08,491464,0,178.16,263.264,4,40,457,40800,0
20.701999999999998,60.36,0.5839,43623.415,106.7,7.315,7.485,7.35,7.615,9.06,546954,0,175.4,227.76,4,22,410,97000,1
23.7672,68.82,0.552,32141.23,106.8,7.375,7.5,7.3,7.625,8.42,445250,1,186.0,243.2,3,39,455,40000,1
21.813000000000002,68.92,0.536,32885.6,135.0,7.89,8.185,8.015,8.075,8.28,442828,0,208.28,283.312,2,29,524,41400,0
20.6932,67.12,0.5621,33502.205,96.8,6.525,6.71,6.6,6.885,8.62,480695,1,149.76,283.10400000000004,4,22,518,38800,0
40.049,71.28,0.462,37074.07,160.8,7.735,8.03,7.82,7.935,6.8,466851,0,180.4,243.36,1,50,488,42000,1
20.2602,58.04,0.5579999999999999,40223.755,122.8,6.34,6.52,6.41,6.655,8.9,516919,1,125.08,265.232,4,48,525,65400,1
36.0542,71.28,0.462,30308.08,110.1,8.1,8.24,8.07,8.0,6.8,448317,1,170.08,243.232,2,41,543,40400,1
20.8758,61.74,0.602,32146.785,104.6,6.65,6.78,6.58,6.77,8.78,465605,0,179.76,223.104,2,44,479,38800,1
50.3804,94.16,0.395,46523.125,167.4,8.87,9.03,8.8,8.975,9.06,561132,1,160.0,248.0,1,57,603,100000,1
21.2422,57.5,0.5710000000000001,36051.95,117.9,5.5,5.685,5.445,5.785,8.06,530639,0,145.16,303.664,1,55,389,45800,0
241.748,91.2,0.282,35613.105,173.5,9.035,9.095,9.06,9.095,6.96,431269,1,120.68,262.672,2,48,649,33400,1
23.6318,69.76,0.507,35418.68,127.8,7.575,7.81,7.595,7.94,8.08,484440,1,155.24,283.69599999999997,3,40,470,46200,0
24.4376,68.92,0.536,42723.505,125.3,7.735,7.95,7.76,7.82,8.28,522502,1,120.08,205.632,1,39,425,70400,1
22.4538,68.82,0.552,33713.295,113.5,7.095,7.245,7.05,7.165,8.42,471960,0,180.48,243.392,1,53,400,42400,1
21.653000000000002,82.84,0.563,34035.485,91.9,7.12,7.305,7.165,7.4,7.8,486691,1,145.56,283.824,1,46,485,47800,0
68.9336,94.16,0.129,29285.96,167.5,9.005,9.145,9.075,9.305,8.06,426057,0,127.24,202.09599999999998,1,60,749,26200,1
396.22,91.2,0.40299999999999997,25708.54,173.5,9.115,9.23,9.11,9.435,7.96,233720,0,167.16,302.86400000000003,4,40,587,35800,1
20.918000000000003,65.64,0.595,35079.825,119.1,6.185,6.48,6.27,6.43,7.68,498744,0,116.92,243.56799999999998,1,22,349,44600,1
337.48800000000006,91.2,0.32899999999999996,36357.475,172.6,9.11,9.35,9.18,9.325,6.96,382857,0,172.36,201.74400000000003,2,60,582,21800,0
20.5526,60.9,0.5720000000000001,36635.225,95.3,7.175,7.325,7.225,7.475,8.34,553070,1,138.32,244.928,1,49,451,61600,0
306.67400000000004,91.2,0.3,27108.4,173.5,9.115,9.315,9.175,9.215,6.96,278464,0,122.08,201.632,3,25,711,20400,1
30.4116,67.4,0.493,36835.205,150.0,7.77,8.05,7.9,7.985,7.52,502128,1,188.04,304.01599999999996,2,36,464,50200,1
22.8206,82.84,0.563,32163.45,131.5,6.72,6.85,6.825,6.965,7.8,405787,1,152.12,223.248,4,42,521,40600,1
22.1586,72.12,0.48,34413.225,127.9,8.475,8.7,8.48,8.79,7.82,423752,1,138.68,203.472,4,37,453,43400,1
20.6854,65.38,0.485,32602.295,119.8,7.25,7.545,7.25,7.495,6.96,483878,0,201.8,303.12,1,53,447,39000,1
20.4354,59.06,0.585,42273.55,89.2,6.825,6.955,6.735,6.95,9.06,554735,0,210.92,286.768,2,30,459,84600,1
44.4716,94.16,0.395,38568.365,170.9,9.005,9.12,9.04,9.08,9.06,501350,1,164.52,266.608,4,57,549,82600,1
23.5798,74.38,0.415,31496.85,102.3,8.46,8.755,8.465,8.72,8.16,394787,0,169.24,283.69599999999997,2,55,556,46200,1
20.7536,58.04,0.596,40407.07,111.8,6.235,6.39,6.27,6.485,8.48,519868,0,203.84,285.536,3,43,412,69200,0
204.646,91.2,0.369,34529.88,173.5,9.31,9.525,9.32,9.505,7.96,454281,1,196.0,268.0,4,25,609,100000,1
29.2592,67.4,0.496,41173.66,150.4,8.06,8.33,8.065,8.2,7.52,540602,1,134.68,205.072,4,26,540,63400,1
520.922,91.2,0.307,33257.785,173.5,9.135,9.31,9.04,9.335,7.96,308973,1,184.24,220.896,3,30,618,11200,0
23.0076,106.3,0.419,32530.08,170.5,8.89,9.09,8.965,9.165,8.18,334417,1,182.92,202.768,3,51,524,34600,1
22.0938,67.82,0.5529999999999999,40368.185,122.5,7.53,7.66,7.515,7.72,7.48,490028,0,171.28,225.312,3,35,424,66400,1
22.2138,82.78,0.45,33057.805,167.3,8.54,8.56,8.46,8.66,7.72,411880,1,174.6,283.44,4,49,481,43000,1
24.4978,70.74,0.47600000000000003,35424.235,167.8,6.675,6.845,6.725,7.06,8.96,369595,0,120.0,222.4,3,29,578,30000,0
21.2834,66.92,0.501,32957.815,141.7,8.155,8.365,8.23,8.53,7.16,475977,1,189.56,223.024,1,43,530,37800,0
216.4698,91.2,0.32899999999999996,37740.67,172.3,9.215,9.465,9.24,9.365,7.96,349344,1,121.32,282.128,4,22,691,26600,0
150.7752,91.2,0.369,38973.88,171.0,9.3,9.54,9.4,9.36,6.96,523799,1,202.0,248.0,4,46,593,100000,1
23.4284,68.82,0.552,31563.51,107.3,7.385,7.525,7.395,7.49,8.42,470466,0,161.72,223.088,1,21,445,38600,1
74.6794,94.16,0.129,31091.335,168.4,9.12,9.39,9.205,9.24,8.06,347105,0,202.16,302.464,4,48,759,30800,0
20.2878,60.86,0.599,36685.22,92.3,6.745,6.985,6.77,7.06,8.88,525053,0,185.64,284.656,1,59,489,58200,0
20.7742,65.64,0.595,34490.995,104.8,6.275,6.4,6.21,6.475,7.68,514434,1,199.28,283.712,3,60,433,46400,0
787.0360000000001,91.2,0.307,30291.415,173.5,9.215,9.37,9.105,9.33,6.96,291101,0,186.0,260.8,3,26,653,10000,1
47.7598,71.28,0.462,33052.25,155.5,7.995,8.07,7.845,8.105,7.8,299587,0,175.28,282.112,1,25,533,26400,1
25.0398,76.18,0.511,32124.565,146.2,7.68,7.875,7.7,8.04,8.28,378970,1,159.0,203.6,4,38,519,45000,1
26.8012,98.78,0.376,35874.19,172.4,8.815,9.035,8.82,9.095,6.76,466796,1,179.68,263.072,4,25,663,38400,1
25.6784,69.76,0.507,31707.94,147.8,7.545,7.7,7.55,7.765,8.08,446743,1,131.4,302.96,4,25,501,37000,1
31.5058,67.4,0.493,46312.035,146.8,7.97,8.09,8.05,8.21,7.52,545730,1,132.68,226.672,1,28,574,83400,0
221.24599999999998,91.2,0.41600000000000004,37957.315,167.8,8.95,9.055,8.865,8.955,7.96,388831,1,133.64,282.256,3,29,547,28200,0
93.4734,91.2,0.41700000000000004,35063.16,125.4,7.985,8.075,7.965,7.995,7.96,465487,0,180.48,263.392,2,51,500,42400,1
21.7414,80.66,0.563,34107.7,119.3,7.84,7.97,7.87,8.14,7.26,490040,1,118.32,223.328,1,57,419,41600,1
66.6198,94.16,0.129,28808.23,167.3,9.21,9.385,9.2,9.14,8.06,309356,0,197.12,282.848,3,43,838,35600,1
108.4456,91.2,0.41600000000000004,33346.665,168.0,8.68,8.895,8.575,8.77,7.96,354464,0,189.64,263.056,2,21,506,38200,1
